id,name,subsidiary,therapeutic_area,category,type,tagline,overview,features,indication,patient_population,specs,reg_notes,image,tier,classification,business_segment,applicable_departments,model_numbers,development_status,status,fda,fda_cert,fda_qualifier,ce,ce_cert,ce_qualifier,nmpa,nmpa_cert,nmpa_qualifier,pmda,pmda_cert,pmda_qualifier,tga,tga_cert,tga_qualifier
renewal-locking-compression-plate-system,Renewal™ Locking Compression Plate System,MicroPort Orthopedics,"Orthopedic Joint, Spine, and Trauma",Trauma & fixation,Locking plate system,Locking steel plate system for treating closed bone fractures,"A locking steel plate system for treating closed bone fractures, featuring locking screws and plates. Covers extremity joints, clavicle, foot and ankle, HTO, and metacarpal/phalangeal applications.",Locking screw and plate system | Broad anatomical coverage | Shallow and deep thread screw options,Closed bone fracture fixation,,Extremity Joint and Diaphyseal Plates | Clavicle Plates | Foot and Ankle Plates | HTO Plates | Metacarpal and Phalangeal Locking Plates | Locking Compression Plates | Shallow Thread Screws | Deep Thread Screws,NMPA 20173130782,renewal-locking-compression-plate-system.jpg,,,Joint Reconstruction & Spine & Trauma & Sports Medicine,Orthopedics,Extremity Joint and Diaphyseal Plates | Clavicle Plates | Foot and Ankle Plates | HTO Plates | Metacarpal and Phalangeal Locking Plates | Locking Compression Plates | Shallow Thread Screws | Deep Thread Screws,,ACTIVE,,,,,,,cleared,,,,,,,,
renewal-metal-bone-needles,Renewal™ Metal Bone Needles,MicroPort Orthopedics,"Orthopedic Joint, Spine, and Trauma",Trauma & fixation,Bone pin/needle,Metal bone pins for traction or internal fixation in fracture and orthopedic surgery,"Metal bone needles used for traction or internal fixation during fracture reduction or orthopedic surgeries. Available as smooth, breakable, threaded, and sterile configurations.","Four pin configurations: smooth, breakable, threaded, sterile | Supports traction and internal fixation",Traction or internal fixation in fracture reduction or orthopedic surgery,,Smooth Metal Bone Pins | Breakable Metal Bone Pins | Threaded Metal Bone Pins | Sterile Metal Bone Pins,NMPA 20163131788,renewal-metal-bone-needles.jpg,,,Joint Reconstruction & Spine & Trauma & Sports Medicine,Orthopedics,Smooth Metal Bone Pins | Breakable Metal Bone Pins | Threaded Metal Bone Pins | Sterile Metal Bone Pins,,ACTIVE,,,,,,,cleared,,,,,,,,
renewal-metal-cables,Renewal™ Metal Cables,MicroPort Orthopedics,"Orthopedic Joint, Spine, and Trauma",Trauma & fixation,Bone fixation wire/cable,Metal wire and cable providing strength and support for internal fixation systems,"Metal wire and cable providing strength and support, typically used in internal fixation systems. Includes wire passer, wire ligature pliers, wire cutter, applicator, and bone guide pin.",Includes full set of application instruments | Wire and cable strength for internal fixation,Internal fixation support,,Wire Passer | Wire Ligature Pliers | Wire Cutter | Applicator | Bone Guide Pin,NMPA 20173131426,renewal-metal-cables.jpg,,,Joint Reconstruction & Spine & Trauma & Sports Medicine,Orthopedics,Wire Passer | Wire Ligature Pliers | Wire Cutter | Applicator | Bone Guide Pin,,ACTIVE,,,,,,,cleared,,,,,,,,
renewal-metal-splice-screws,Renewal™ Metal Splice Screws,MicroPort Orthopedics,"Orthopedic Joint, Spine, and Trauma",Trauma & fixation,Bone fixation screws,Stable internal fixation screws for fracture or bone fusion surgery,Metal splice screws providing stable internal fixation support in fracture or bone fusion surgeries.,Stable internal fixation | For fracture and bone fusion applications,Fracture fixation; bone fusion,,Screws,NMPA 20153131309,renewal-metal-splice-screws.jpg,,,Joint Reconstruction & Spine & Trauma & Sports Medicine,Orthopedics,Screws,,ACTIVE,,,,,,,cleared,,,,,,,,
renewal-non-locking-metal-hollow-bone-screws,Renewal™ Non-Locking Metal Hollow Bone Screws,MicroPort Orthopedics,"Orthopedic Joint, Spine, and Trauma",Trauma & fixation,Bone fixation screws,Non-locking hollow bone screws for stable fracture and bone fusion fixation,"Non-locking metal hollow bone screws providing stable internal fixation for fractures or bone fusion surgeries. Available in hollow compression, double-headed hollow compression, and headless hollow compression types, with lining option.","Multiple screw types: hollow compression, double-headed, headless | Lining option available",Fracture fixation; bone fusion,,Hollow Compression Screws | Double-Headed Hollow Compression Screws | Headless Hollow Compression Screws | Lining,NMPA 20213130634,renewal-non-locking-metal-hollow-bone-screws.jpg,,,Joint Reconstruction & Spine & Trauma & Sports Medicine,Orthopedics,Hollow Compression Screws | Double-Headed Hollow Compression Screws | Headless Hollow Compression Screws | Lining,,ACTIVE,,,,,,,cleared,,,,,,,,
renewal-straight-metal-bone-splints,Renewal™ Straight Metal Bone Splints,MicroPort Orthopedics,"Orthopedic Joint, Spine, and Trauma",Trauma & fixation,Bone fracture fixation plate,Perforated straight bone plates in multiple shapes for fracture fixation,"Perforated bone fracture fixation devices available in strip, Y, L, and T shapes for diverse fixation applications. Includes extremity compression plates, restriction compression plates, reconstruction plates, and 1/3 tube type plates.","Multiple plate shapes (strip, Y, L, T) | Extremity compression, restriction compression, reconstruction, and 1/3 tube variants",Bone fracture fixation,,Extremity Compression Plates | Restriction Compression Plates | Reconstruction Plates | 1/3 Tube Type Plates,NMPA 20173131281,renewal-straight-metal-bone-splints.jpg,,,Joint Reconstruction & Spine & Trauma & Sports Medicine,Orthopedics,Extremity compression plates | Restriction compression plates | Reconstruction plates | 1/3 tube type plates,,ACTIVE,,,,,,,cleared,,,,,,,,
reply,REPLY,MicroPort CardioFlow,Heart Failure and Electrophysiology,Pacemakers,Implantable cardiac pacemaker,European-made pacemaker with SAFER algorithm and 8cc volume,REPLY is a pacemaker produced in Europe featuring SAFER and other algorithms along with international mainstream functions. Volume is only 8cc.,"European-made | SAFER algorithm | 8cc volume | DR, D, SR, S configurations",Cardiac pacing,,Models: REPLY DR | REPLY D | REPLY SR | REPLY S,NMPA 20163122814,reply.jpg,,,Heart Failure Management & Electrophysiology,Cardiology | Cardiac Surgery | Interventional Cardiology,REPLY DR | REPLY D | REPLY SR | REPLY S,,ACTIVE,,,,,,,cleared,,,,,,,,
reply-200,REPLY 200,MicroPort CardioFlow,Heart Failure and Electrophysiology,Pacemakers,Implantable cardiac pacemaker,European-made pacemaker with SAFER and SAM algorithms,"REPLY 200 is a pacemaker produced in Europe featuring SAFER, SAM, and other algorithms along with international mainstream functions. Volume is only 8cc.",European-made | SAFER algorithm | SAM algorithm | 8cc volume,Cardiac pacing,,Models: REPLY 200 DR | REPLY 200 SR,NMPA 20153120443,reply-200.jpg,,,Heart Failure Management & Electrophysiology,Cardiology | Cardiac Surgery | Interventional Cardiology,REPLY 200DR | REPLY 200 SR,,ACTIVE,,,,,,,cleared,,,,,,,,
reveda-copper-peptide-anti-wrinkle-firming-eye-cream,REVEDA® Copper Peptide Anti-wrinkle & Firming Eye Cream,"Suzhou Reveda Medical Co., LTD",Regenerative Medicine and Medical Aesthetics,,Firming&Anti-Wrinkle Series,Firming&Anti-Wrinkle Series,"Concentrated crystallization technology, purity up to 99%, 5-peptide blend to synergistically tighten, firm, and banish dark circles. Addresses dullness, fine lines, drooping eyelids, sagging, roughness, dehydration, wrinkles, milia, and crow's feet",,,,,NMPA: 2022008751.,s3:products/d06a776e238fec669a95a3995b2628767150d61fa1459d9e285a24a16286f8e5.png,,,,Beauty&Skincare,,,ACTIVE,,,,,,,cleared,,,,,,,,
reveda-copper-peptide-anti-wrinkle-firming-microcrystal-eye-patch,REVEDA® Copper Peptide Anti-wrinkle & Firming Microcrystal Eye Patch,"Suzhou Reveda Medical Co., LTD",Regenerative Medicine and Medical Aesthetics,,Firming&Anti-Wrinkle Series,Firming&Anti-Wrinkle Series,"Patented microcrystalline eye patches, packed with 1420 soluble microcrystals essence, enhance absorption 10 times for deep penetration. Ideal for reversing collagen loss, eye wrinkles, dark circles, and bags caused by late nights",,,,,NMPA: 2022008749.,s3:products/2f70eb9aad7ff8db6e3a6e732e8dd2ed56c1a7ce9d04f89ca8d5c69c2fcbe247.png,,,,Beauty&Skincare,,,ACTIVE,,,,,,,cleared,,,,,,,,
reveda-essential-eye-mask,REVEDA® Essential Eye Mask,"Suzhou Reveda Medical Co., LTD",Regenerative Medicine and Medical Aesthetics,,Soothing&Repairing Series,Soothing&Repairing Series,"A rejuvenating sheet for tired eyes, restoring hydration and brightness. Addresses increased eye problems caused by late nights, stress, and environmental changes (dark circles, dryness, roughness, dullness, and fine lines)",,,,,NMPA: 2021003190.,s3:products/de6c82e2dce88a00dd11c80039b98ccfef2ce7e05595c065756796fa289fe963.jpg,,,,Beauty&Skincare,,,ACTIVE,,,,,,,cleared,,,,,,,,
reveda-freeze-dried-copper-peptide-repairing-firming-essence-ampoule,REVEDA® Freeze-dried Copper Peptide Repairing & Firming Essence Ampoule,"Suzhou Reveda Medical Co., LTD",Regenerative Medicine and Medical Aesthetics,,Firming&Anti-Wrinkle Series,Firming&Anti-Wrinkle Series,"Featuring high-purity, fresh blue copper peptide ingredients with a dual-chamber freshness-locking design for instant activation. Specially formulated to combat skin aging, loss of elasticity, and sagging caused by late nights and overtime work, restoring skin's youthful bounce and firmness",,,,,NMPA: 2022009936.,s3:products/be7c61806187758763393ff5ec8f7c637430569036b736e37afb0d9fd23cc913.png,,,,Beauty&Skincare,,,ACTIVE,,,,,,,cleared,,,,,,,,
reveda-freeze-dried-copper-peptide-repairing-firming-mask,REVEDA® Freeze-dried Copper Peptide Repairing & Firming Mask,"Suzhou Reveda Medical Co., LTD",Regenerative Medicine and Medical Aesthetics,,Firming&Anti-Wrinkle Series,Firming&Anti-Wrinkle Series,"High-purity blue copper peptide formula, with separate chambers for mask, liquid, and powder to preserve freshness and potency. Enhances skin firmness, elasticity, reduces fine lines, and soothes imbalanced, rough, irritated, acne-prone, and sensitive skin during seasonal changes",,,,,NMPA: 2022009918.,s3:products/cd8627bd6a51151bc20f899e253dc9b2c6f07a6bca80344a382bc9e478c78be9.png,,,,Beauty&Skincare,,,ACTIVE,,,,,,,cleared,,,,,,,,
reveda-hyaluronic-acid-microcrystal-acne-whitening-patch,REVEDA® Hyaluronic acid microcrystal Acne whitening patch,"Suzhou Reveda Medical Co., LTD",Regenerative Medicine and Medical Aesthetics,,Anti-Acne Series,Anti-Acne Series,"With a touch, it opens the channel of the skin, delivering essence deep within for maximum effect. Its 1 hour absorption rate is 9 times higher than ordinary liquids, ideal for treating acne, redness, painful abscesses, repeated inflammation, and frequent breakouts in specific areas",,,,,NMPA: 2021506932.,s3:products/b291514664b26c3489c5827a8877ee6bb1796fc9dd9ef07f70559940c8b06fed.png,,,,Beauty&Skincare,,,ACTIVE,,,,,,,cleared,,,,,,,,
reveda-hyaluronic-acid-moisturizing-mask,REVEDA® Hyaluronic Acid Moisturizing Mask,"Suzhou Reveda Medical Co., LTD",Regenerative Medicine and Medical Aesthetics,,Soothing&Repairing Series,Soothing&Repairing Series,"Natural plant extracts regulate skin's microecology, reinforcing its moisturizing barrier. Perfect for urgent hydration, combating dryness, and maintaining daily facial moisture",,,,,NMPA: 2022008157.,s3:products/e30069b936dea06f280977d832c7f1b0e30786701501d1813dfc8eb1aef5d40b.jpg,,,,Beauty&Skincare,,,ACTIVE,,,,,,,cleared,,,,,,,,
reveda-multi-peptide-acne-clearing-microcrystal-patch,REVEDA® Multi-peptide Acne-Clearing Microcrystal Patch,"Suzhou Reveda Medical Co., LTD",Regenerative Medicine and Medical Aesthetics,,Anti-Acne Series,Anti-Acne Series,"Patented microcrystalline acne patch, each patch contains 170 soluble microcrystalline essence, enhancing absorption nearly 9x. It rapidly tackles acne within 30 minutes, offering multi-dimensional repair for acne-prone skin, including reducing acne, lightening marks, and restoring skin health. Perfect for red, painful acne, and repeat breakouts",,,,,NMPA: 2022010521.,s3:products/1aba6aeb49563b9cb7ffc1c265c42dae1eb73ab46b5345f6ca285b0919f0181d.png,,,,Beauty&Skincare,,,ACTIVE,,,,,,,cleared,,,,,,,,
reveda-multi-peptide-anti-acne-clarifying-lotion,REVEDA® Multi-peptide Anti-acne Clarifying Lotion,"Suzhou Reveda Medical Co., LTD",Regenerative Medicine and Medical Aesthetics,,Anti-Acne Series,Anti-Acne Series,"Specialized formula controls oil secretion, clears acne, lightens acne marks, and maintains healthy skin. Ideal for those struggling with excessive oil, clogged pores, and acne problems",,,,,NMPA: 2022010524.,s3:products/cf99a99753886689df9355de8591c13a536960439d3252797ed0a22e5ee273d2.png,,,,Beauty&Skincare,,,ACTIVE,,,,,,,cleared,,,,,,,,
reveda-multi-peptide-anti-acne-serum,REVEDA® Multi-peptide Anti-acne Serum,"Suzhou Reveda Medical Co., LTD",Regenerative Medicine and Medical Aesthetics,,Anti-Acne Series,Anti-Acne Series,"Specialized in [azelaic acid + pure PCA-Zinc] double formulation, our product excels in oil control, pore unclogging, acne treatment, and acne scar repair. Ideal for addressing acne issues caused by excessive oil secretion and clogged pores",,,,,NMPA: 2022010522.,s3:products/a48b678197eddbc544fed1ae019e9e6e3fb5eee619704fd9866d5eb2cc49cdb3.png,,,,Beauty&Skincare,,,ACTIVE,,,,,,,cleared,,,,,,,,
reveda-oil-control-clarifying-anti-acne-toner,REVEDA® Oil-control Clarifying & Anti-acne Toner,"Suzhou Reveda Medical Co., LTD",Regenerative Medicine and Medical Aesthetics,,Anti-Acne Series,Anti-Acne Series,"With multiple repeated ingredients, it effectively controls oil, purifies acne, and maintains clear skin. Ideal for addressing acne issues caused by excessive oil secretion and clogged pores",,,,,NMPA: 2022010525.,s3:products/8cc631dd56ff5ce8ada24b5faf5bfad1dfb13949ece355e4c0b1c56d66bed784.png,,,,Beauty&Skincare,,,ACTIVE,,,,,,,cleared,,,,,,,,
reveda-oil-control-clarifying-cleansing-foam,REVEDA® Oil-control Clarifying Cleansing Foam,"Suzhou Reveda Medical Co., LTD",Regenerative Medicine and Medical Aesthetics,,Anti-Acne Series,Anti-Acne Series,"Amino acid complex ensures gentle cleaning with a mild, amphoteric surfactant. Its specialized formula controls oil, unclogs pores, soothes, moisturizes, and fades acne marks. Perfect for water-oil imbalance, large pores, and frequent breakouts",,,,,NMPA: 2022010526.,s3:products/e9632df189331306c062791a6139a6544a1e913fa53e265249c29772215eccd1.png,,,,Beauty&Skincare,,,ACTIVE,,,,,,,cleared,,,,,,,,
reveda-sodium-hyaluronate-hydrating-essence-gel-eye-patch,REVEDA® Sodium Hyaluronate Hydrating Essence Gel Eye Patch,"Suzhou Reveda Medical Co., LTD",Regenerative Medicine and Medical Aesthetics,,Soothing&Repairing Series,Soothing&Repairing Series,"One piece rejuvenates tired eyes, revealing hydration and brightness. Effectively tackles eye issues exacerbated by late nights, stress, and environmental changes (dark circles, dryness, roughness, dullness, and fine lines)",,,,,NMPA: 2022008750.,s3:products/66d697e11233ceef4822a711afe9cfb69a997307a06d2f2017f41d0a0043d36e.jpg,,,,Beauty&Skincare,,,ACTIVE,,,,,,,cleared,,,,,,,,
rhythmwatch-3c,RhythmWatch®3C,MicroPort Coronary,Heart Failure and Electrophysiology,Cardiac monitoring,Mobile ECG recorder,Multi-lead wearable ECG recorder with waterproof design for 3-7 day monitoring,"RhythmWatch®3C is a mobile ECG recorder that is wearable, low-power, and flexible for continuous monitoring over 3 to 7 days. It is soft, comfortable, waterproof, supports bathing, and features a patch-based three-lead variable configuration.",Wearable and low-power | Waterproof and bath-safe | Patch-based three-lead variable configuration | Continuous monitoring 3-7 days,Continuous ambulatory ECG monitoring for up to 7 days,Patients requiring continuous ambulatory cardiac monitoring,Model: RW3C100,NMPA 20232070277.,rhythmwatch-3c.jpg,,,Intelligent Surgery & Telemedicine,Cardiology | ECG Unit | Geriatrics | Nephrology | Rehabilitation | Surgery | Respiratory Medicine | Endocrinology | Obstetrics and Gynaecology | Neurology,RW3C100 | PS1C-P01LF | PS1C-PO1GF | PS1C-P01LT | PS1C-PO1GT | PS1C-PO1DF | PS1C-PO1DT,,ACTIVE,,,,,,,cleared,,,,,,,,
rhythmwatch-ecg-sensor,RhythmWatch® Disposable ECG Sensor,MicroPort Coronary,Heart Failure and Electrophysiology,Cardiac monitoring,Disposable ECG sensor,Soft hypoallergenic disposable ECG sensor with strong adhesion for ambulatory monitoring,"RhythmWatch® Disposable ECG Sensor is soft and comfortable with high-quality medical adhesive that is hypoallergenic, provides strong adhesion, and is non-irritating, designed for ambulatory electrocardiography monitoring.",High-quality medical adhesive | Hypoallergenic and non-irritating | Soft and comfortable design | Strong adhesion,Ambulatory electrocardiography monitoring,Patients requiring ambulatory ECG monitoring across cardiology and multiple other departments,Model: PS1C-P01LF | PS1C-P01GF | PS1C-P01LT | PS1C-P01GT | PS1C-P01DF | PS1C-P01DT,"NMPA 20232070106, 20232070105.",rhythmwatch-ecg-sensor.jpg,,,Intelligent Surgery & Telemedicine,Cardiology | ECG Unit | Geriatrics | Nephrology | Rehabilitation | Surgery | Respiratory Medicine | Endocrinology | Obstetrics and Gynaecology | Neurology,,,ACTIVE,,,,,,,cleared,,,,,,,,
rhythmwatch-pro,RhythmWatch® Pro,MicroPort Coronary,Heart Failure and Electrophysiology,Cardiac monitoring,Mobile ECG recorder,Waterproof patch-based ECG recorder with three-lead variable configuration for 3-7 days,"RhythmWatch® Pro is a single-channel mobile ECG recorder with accessories, wearable, low-power, and flexible for continuous monitoring over 3 to 7 days. It is soft, comfortable, waterproof, supports bathing, and features a patch-based three-lead variable configuration.",Wearable and low-power | Waterproof and bath-safe | Patch-based three-lead variable configuration | Continuous monitoring 3-7 days,Continuous ambulatory ECG monitoring for up to 7 days,Patients requiring continuous ambulatory cardiac monitoring,Model: EPBB-PAH-1A,NMPA 20212070427.,rhythmwatch-pro.jpg,,,Intelligent Surgery & Telemedicine,Cardiology | ECG Unit | Geriatrics | Nephrology | Rehabilitation | Surgery | Respiratory Medicine | Endocrinology | Obstetrics and Gynaecology | Neurology,EPBB-PAH-1A,,ACTIVE,,,,,,,cleared,,,,,,,,
rhythmwatch-single-channel,RhythmWatch® Single-Channel Mobile ECG Recorder,MicroPort Coronary,Heart Failure and Electrophysiology,Cardiac monitoring,Mobile ECG recorder,Wearable low-power mobile ECG recorder for 3-7 day continuous monitoring,"RhythmWatch® Single-Channel Mobile ECG Recorder is a wearable, low-power, flexible device designed for continuous monitoring over 3 to 7 days.",Wearable and low-power | Flexible design | Continuous monitoring 3-7 days,Continuous ambulatory ECG monitoring for up to 7 days,Patients requiring continuous ambulatory cardiac monitoring,Model: EPAJ-PAH-1A,NMPA 20182210037.,rhythmwatch-single-channel.jpg,,,Intelligent Surgery & Telemedicine,Cardiology | ECG Unit | Geriatrics | Nephrology | Rehabilitation | Surgery | Respiratory Medicine | Endocrinology | Obstetrics and Gynaecology | Neurology,EPAJ-PAH-1A,,ACTIVE,,,,,,,cleared,,,,,,,,
r-one,R-ONE™ Percutaneous Coronary Intervention Robotic System,MicroPort MedBot,"Robotic Surgery, AI, and Telesurgery",Surgical robots & navigation,PCI robotic platform,Robotic platform for remote delivery of guidewires and catheters during PCI,The R-ONE™ Robotic Platform enables remote delivery and manipulation of coronary guidewires and balloon/stent catheters during percutaneous coronary intervention (PCI).,Remote delivery and manipulation of coronary guidewires | Remote control of balloon and stent catheters | Designed for interventional cardiology PCI procedures,Remote robotic delivery and manipulation of guidewires and balloon/stent catheters during percutaneous coronary intervention (PCI),Patients undergoing percutaneous coronary intervention,,NMPA 20233010579. CE 690387.,r-one.jpg,,,Intelligent Surgery & Telemedicine,Interventional Cardiology,,,ACTIVE,,,,cleared,,,cleared,,,,,,,,
ryflumen,Ryflumen®,MicroPort Endovastec,Aortic and Peripheral Vasculature,Balloon catheters,Peripheral high-pressure balloon dilatation catheter,High-pressure peripheral balloon with 24 ATM burst pressure and good deliverability,Ryflumen® is a peripheral high-pressure balloon dilatation catheter with a maximum burst pressure of 24 ATM. It is designed for challenging peripheral vascular lesions requiring higher dilatation pressures.,Maximum burst pressure 24 ATM | Balloon diameters 3.0–14.0 mm | Balloon lengths 20–220 mm | Catheter working lengths 40–150 mm,Percutaneous transluminal angioplasty of peripheral vascular stenoses requiring high dilatation pressure,Patients with peripheral vascular stenotic lesions,Balloon Diameter: 3.0–14.0 mm | Balloon Length: 20–220 mm | Catheter Working Length: 40–150 mm,NMPA 20213030896.,ryflumen.jpg,,,Aortic & Peripheral & Tumor Intervention,Vascular Surgeon | Cardiovascular Surgeon | Interventionist | Cardiothoracic Surgeon | Radiology,,,ACTIVE,,,,,,,cleared,20213030896,,,,,,,
safecer,Safecer®,MicroPort NeuroTech,Neurovascular and Brain-Computer Interfaces,Embolization & filters,Embolic protection device,Distal embolic protection device for carotid artery interventional procedures,Safecer® provides distal embolization protection during vascular interventional surgery at the carotid artery. It is available in multiple filter and sheath size combinations covering 3mm to 7mm vessel diameters.,Distal embolization protection for carotid interventions | Ten model configurations | Covers 3–7mm vessel diameters | Filter lengths: 190mm and 320mm,Distal embolization protection during vascular interventional surgery at the carotid artery,,Models: PER-03-190 | PER-03-320 | PER-04-190 | PER-04-320 | PER-05-190 | PER-05-320 | PER-06-190 | PER-06-320 | PER-07-190 | PER-07-320,NMPA 20243030824.,safecer.jpg,,,,Neurosurgery | Neurointerventional Medicine | Interventional Medicine | Brain Surgery,PER-03-190 | PER-03-320 | PER-04-190 | PER-04-320 | PER-05-190 | PER-05-320 | PER-06-190 | PER-06-320 | PER-07-190 | PER-07-320,,ACTIVE,,,,,,,cleared,,,,,,,,
safeport-inf,SafePort™ INF,MicroPort Lifesciences,Endocrinology and Reproductive Health,Infusion pumps & consumables,Disposable infusion set for insulin pump,"Dedicated disposable tubing, patch, and needle for insulin pump delivery","SafePort™ INF is a disposable infusion set comprising dedicated tubing, patch, and needle for use with insulin pumps to administer insulin.","Complete set includes tubing, patch, and needle | Multiple model configurations | Disposable single-use design",Administration of insulin via compatible insulin pump,Patients using continuous subcutaneous insulin infusion therapy,Models: ST-BS-V-600 | ST-BS-V-800 | ST-BS-V-1000 | ST-BS-V-1200 | ST-BS-NV-600 | ST-BS-NV-800 | ST-BS-NV-1000 | ST-BS-NV-1200,NMPA 20173140501,safeport-inf.jpg,,,,Endocrinology | Internal Medicine | Geriatrics,ST-BS-V-600 | ST-BS-V-800 | ST-BS-V-1000 | ST-BS-V-1200 | ST-BS-NV-600 | ST-BS-NV-800 | ST-BS-NV-1000 | ST-BS-NV-1200,,ACTIVE,,,,,,,cleared,,,,,,,,
safeport-res,SafePort™ RES,MicroPort Lifesciences,Endocrinology and Reproductive Health,Infusion pumps & consumables,Disposable insulin pump reservoir,Dedicated disposable drug compartment for insulin pump use,"SafePort™ RES is a disposable reservoir designed specifically for insulin pumps, used for storing and infusing insulin.",Dedicated insulin storage compartment | Disposable single-use design | Compatible with insulin pump systems,Storage and infusion of insulin in conjunction with an insulin pump,Patients using continuous subcutaneous insulin infusion therapy,Model: ST-BC,NMPA 20173140268,safeport-res.jpg,,,,Endocrinology | Internal Medicine | Geriatrics,ST-BC,,ACTIVE,,,,,,,cleared,,,,,,,,
seadragon,SeaDragon™,MicroPort Endovastec,Aortic and Peripheral Vasculature,Balloon catheters,Peripheral balloon dilatation catheter,Peripheral balloon catheter for iliofemoral and dialysis fistula interventions,"SeaDragon™ is a peripheral balloon dilatation catheter suitable for percutaneous endovascular treatment of the iliofemoral vein, inferior vena cava, and iliofemoral artery, as well as obstructive lesions in arteriovenous dialysis fistulas. Also used for post-dilatation of peripheral vascular stents and stent grafts.","Indicated for iliofemoral vein, IVC, and iliofemoral artery | Suitable for dialysis fistula lesions | Post-dilatation of peripheral stents and stent grafts",Percutaneous endovascular treatment of iliofemoral venous and arterial obstructive lesions and arteriovenous dialysis fistula stenoses; post-dilatation of peripheral vascular stents and stent grafts,Patients with iliofemoral vascular obstructions or arteriovenous dialysis fistula lesions,,NMPA 2024332576.,seadragon.jpg,,,Aortic & Peripheral & Tumor Intervention,Vascular Surgeon | Cardiovascular Surgeon | Interventionist | Cardiothoracic Surgeon | Radiology,,,ACTIVE,,,,,,,cleared,2024332576,,,,,,,
sheathru,Sheathru,MicroPort NeuroTech,Neurovascular and Brain-Computer Interfaces,Diagnostic & delivery catheters,Delivery conduit,Delivery conduit for introducing interventional devices into peripheral and intracranial vessels,"Sheathru is a delivery conduit for introducing interventional devices into the peripheral and intracranial vascular system, assisting device entry during neurovascular procedures.",Enables peripheral and intracranial vascular access | Assists device introduction during interventional procedures,Introduction of interventional devices and assistance of device entry into the peripheral and intracranial vascular system,,,NMPA 20253030245.,sheathru.jpg,,,,Neurosurgery | Neurointerventional Medicine | Interventional Medicine | Brain Surgery,,,ACTIVE,,,,,,,cleared,,,,,,,,
signal-image-intelligent-analysis-service,Signal/Image Intelligent Analysis Service,MicroPort Prophecy,"Robotic Surgery, AI, and Telesurgery",,Artificial intelligence disease-assisted triage/diagnosis software,Artificial intelligence disease-assisted triage/diagnosis software,Artificial intelligence disease-assisted triage/diagnosis software.,,,,,,s3:products/ca046fbd7316106db3c62b8bb0978f7238046f840be46c54be48eb65c50a7343.png,,,Intelligent Surgery & Telemedicine,Internal medicine | general medicine,,,ACTIVE,,,,,,,,,,,,,,,
single-use-sterile-bone-saws,Single-use Sterile Bone Saws,MicroPort Orthopedics,"Orthopedic Joint, Spine, and Trauma",Orthopedic instruments & accessories,Bone saw,Single-use sterile bone saw for bone cutting in orthopedic procedures,"A single-use, sterilized bone saw for cutting bones in orthopedic surgical procedures.",Single-use design | Pre-sterilized,Bone cutting in orthopedic surgery,,Bone Saws,NMPA 20232041599,single-use-sterile-bone-saws.jpg,,,Joint Reconstruction & Spine & Trauma & Sports Medicine,Orthopedics,Bone Saws,,ACTIVE,,,,,,,cleared,,,,,,,,
sivf,SIVF,MicroPort Horizon,Endocrinology and Reproductive Health,Reproductive lab & systems,Clinical document repository,Intelligent clinical document repository enabling paperless management of patient treatment histories,SIVF is an intelligent specialized clinical document repository. The platform enables clinical doctors to manage patient treatment history data organized by timeline and assists departments in achieving comprehensive paperless management.,Timeline-based patient treatment history management | Comprehensive paperless department management | Designed for reproductive medicine and obstetrics and gynecology,Clinical documentation and treatment history management in reproductive medicine and obstetrics and gynecology,,,,sivf.jpg,,,,Reproductive Medicine | Obstetrics and Gynecology,,,ACTIVE,,,,,,,,,,,,,,,
skywalker-gemini,SkyWalker® Gemini™ Robotic-Assisted Surgical System,MicroPort MedBot,"Robotic Surgery, AI, and Telesurgery",Surgical robots & navigation,Robotic navigation and positioning system for TKA and THA,Robotic system for navigation and positioning in knee and hip arthroplasty,The SkyWalker® Gemini™ Robotic-Assisted Surgical System (Model OSR-2000) is used with validated orthopedic implants and surgical tools for navigation and positioning during adult total knee arthroplasty (TKA) and total hip arthroplasty (THA). It expands on the SkyWalker platform to support both knee and hip joint replacement procedures.,Navigation and positioning for both TKA and THA | Compatible with validated orthopedic implants and instruments | Expanded orthopedic joint coverage vs. single-joint predecessors,Navigation and positioning of orthopedic implants and surgical tools during adult TKA and THA,Adult patients undergoing total knee or total hip arthroplasty,Model: OSR-2000,NMPA 20233011345.,skywalker-gemini.jpg,,,Intelligent Surgery & Telemedicine,Orthopedics,OSR-2000,,ACTIVE,,,,,,,cleared,,,,,,,,
skywalker-total-knee-system,SkyWalker® Total Knee System,MicroPort MedBot,"Robotic Surgery, AI, and Telesurgery",Surgical robots & navigation,Robotic navigation and positioning system for TKA,Robotic navigation system for precise total knee arthroplasty,The SkyWalker® Total Knee System (Model OSR-1000) is used in combination with validated knee implants to navigate and position knee prostheses and surgical tools during adult total knee arthroplasty (TKA).,Navigation and positioning for TKA knee prostheses and instruments | Compatible with validated knee implant systems,Navigation and positioning of knee prostheses and surgical tools in adult total knee arthroplasty (TKA),Adult patients undergoing total knee arthroplasty,Model: OSR-1000,NMPA 20223010509. FDA K213873. CE 769916. TGA 413490.,skywalker-total-knee-system.jpg,,,Intelligent Surgery & Telemedicine,Orthopedics,OSR-1000,,ACTIVE,cleared,,,cleared,,,cleared,,,,,,cleared,,
